model,bodytype,color,specs,engine,mileage,price,city
2015 Toyota Camry LE,Sedan,Gray,"Used 2015 Toyota Camry LE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver)",4 Cyl,"Mileage: 10,282 miles","$15,990 ",NYC
2014 Cadillac ATS Luxury,Sedan,Black,"Used 2014 Cadillac ATS Luxury with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats",4 Cyl,"Mileage: 33,517 miles","$20,000 ",NYC
2012 GMC Sierra 1500 SLE,Pickup,White,"Used 2012 GMC Sierra 1500 SLE with 4WD, Remote Start, Alloy Wheels, Keyless Entry, CD (Single Disc), Split/Folding Seats, MP3, AM/FM, Intermittent Wipers, Rear Window Defroster, Power Mirrors",8 Cyl,"Mileage: 40,532 miles","$22,995 ",NYC
2013 Honda CR-V EXL,SUV,Black,"Used 2013 Honda CR-V EXL with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,"Mileage: 35,050 miles","$19,600 ",NYC
2014 Ford Edge SEL,SUV,Silver,"Used 2014 Ford Edge SEL with AWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",6 Cyl,"Mileage: 29,509 miles","$22,258 ",NYC
2015 Chevrolet Silverado 1500 LTZ,Pickup,Black,"Used 2015 Chevrolet Silverado 1500 LTZ with 4WD, Double Cab, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats",8 Cyl,"Mileage: 14,065 miles","$35,993 ",NYC
2015 GMC Sierra 1500 SLT,Pickup,Black,"Used 2015 GMC Sierra 1500 SLT with 4WD, Double Cab, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats",8 Cyl,"Mileage: 32,506 miles","$33,483 ",NYC
2014 Ford Escape SE,SUV,Red,"Used 2014 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,"Mileage: 32,651 miles","$15,999 ",NYC
2015 BMW X5 xDrive35i,SUV,Black,"Used 2015 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Heated Seats, Air Conditioning, Satellite Radio, Trip Computer, Power Locks",6 Cyl,"Mileage: 60,761 miles","$32,995 ",NYC
2014 Toyota RAV4 XLE,SUV,Silver,"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 13,860 miles","$19,988 ",NYC
2014 Jeep Grand Cherokee Limited Edition,SUV,Gray,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera",6 Cyl,"Mileage: 16,365 miles","$28,000 ",NYC
2016 Volkswagen Passat SE,Sedan,White,"Used 2016 Volkswagen Passat SE with FWD, Leather Seats, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 4,113 miles","$18,200 ",NYC
2015 Toyota Sienna XLE,Minivan,Black,"Used 2015 Toyota Sienna XLE with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering",6 Cyl,"Mileage: 18,512 miles","$29,909 ",NYC
2016 Mazda CX-5 Touring,SUV,Gray,"Used 2016 Mazda CX-5 Touring with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 12,250 miles","$21,800 ",NYC
2016 Volkswagen Beetle,Convertible,Blue,"Used 2016 Volkswagen Beetle with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,"Mileage: 19,639 miles","$20,000 ",NYC
2015 Hyundai Sonata Eco,Sedan,Black,"Used 2015 Hyundai Sonata Eco with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,"Mileage: 24,333 miles","$14,900 ",NYC
2016 Toyota Sienna LE,Minivan,Red,"Used 2016 Toyota Sienna LE with FWD, Alloy Wheels, Third Row Seating, Rear-View Camera, Handsfree/Bluetooth Integration",6 Cyl,"Mileage: 20,260 miles","$25,690 ",NYC
2013 Honda Civic EX,Sedan,Blue,"Used 2013 Honda Civic EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",4 Cyl,"Mileage: 15,953 miles","$13,550 ",NYC
2014 Audi A4 2.0T,Sedan,Black,"Used 2014 Audi A4 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,"Mileage: 66,441 miles","$20,700 ",NYC
2013 Lexus RX 350,SUV,Blue,"Used 2013 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,"Mileage: 27,525 miles","$28,784 ",NYC
2014 Honda CR-V LX,SUV,Red,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 23,032 miles","$16,800 ",NYC
2014 Ford Escape SE,SUV,Silver,"Used 2014 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,"Mileage: 31,518 miles","$17,800 ",NYC
2014 Ford Escape Titanium,SUV,Black,,4 Cyl,"Mileage: 33,128 miles","$19,995 ",NYC
2013 Lexus ES 350,Sedan,Unspecified,"Used 2013 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 17,218 miles","$24,995 ",NYC
2014 Lexus ES 350,Sedan,Brown,"Used 2014 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",6 Cyl,"Mileage: 15,380 miles","$27,333 ",NYC
2014 Lexus ES 350,Sedan,Gray,"Used 2014 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",6 Cyl,"Mileage: 23,525 miles","$26,995 ",NYC
2015 Lexus ES 350,Sedan,Gray,"Used 2015 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 18,858 miles","$29,895 ",NYC
2015 Lexus RX 350,SUV,Gray,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 19,723 miles","$35,885 ",NYC
2013 Lexus LS 460,Sedan,Black,"Used 2013 Lexus LS 460 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD",8 Cyl,"Mileage: 38,470 miles","$40,495 ",NYC
2013 Lexus RX 350,SUV,Silver,"Used 2013 Lexus RX 350 with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 26,856 miles","$28,995 ",NYC
2015 Lexus RX 450h,SUV,Beige,"Used 2015 Lexus RX 450h with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,"Mileage: 19,689 miles","$39,388 ",NYC
2015 Lexus RX 350,SUV,White,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 19,166 miles","$35,588 ",NYC
2014 Lexus ES 350,Sedan,Black,"Used 2014 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",6 Cyl,"Mileage: 32,022 miles","$27,298 ",NYC
2015 Lexus RX 350,SUV,Silver,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 31,013 miles","$33,995 ",NYC
2015 Lexus RX 350,SUV,Brown,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 17,900 miles","$35,388 ",NYC
2015 Lexus ES 350,Sedan,Black,"Used 2015 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 10,118 miles","$30,778 ",NYC
2015 Lexus RX 350,SUV,Gray,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 32,526 miles","$33,787 ",NYC
2014 Subaru Impreza,Sedan,Green,"Used 2014 Subaru Impreza with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 13,359 miles","$16,400 ",NYC
2014 Ford Explorer Base,SUV,Silver,"Used 2014 Ford Explorer Base with FWD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,"Mileage: 24,398 miles","$22,500 ",NYC
2015 Lincoln MKC,SUV,Black,"Used 2015 Lincoln MKC with AWD, Remote Start, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,"Mileage: 29,018 miles","$27,995 ",NYC
2015 Ford Escape SE,SUV,White,"Used 2015 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 19,112 miles","$17,995 ",NYC
2015 Lincoln MKC,SUV,Gold,"Used 2015 Lincoln MKC with AWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,"Mileage: 30,045 miles","$27,295 ",NYC
2014 Ford Escape Titanium,SUV,Silver,"Used 2014 Ford Escape Titanium with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,"Mileage: 28,958 miles","$19,400 ",NYC
2014 Ford Escape Titanium,SUV,Gray,"Used 2014 Ford Escape Titanium with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,"Mileage: 33,820 miles","$19,400 ",NYC
2015 Lincoln MKZ,Sedan,White,"Used 2015 Lincoln MKZ with AWD, Remote Start, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,"Mileage: 10,944 miles","$24,895 ",NYC
2014 BMW 5 Series 535i xDrive,Sedan,Black,"Used 2014 BMW 5 Series 535i xDrive with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 34,089 miles","$31,551 ",NYC
2016 BMW X4 xDrive28i,SUV,Red,"Used 2016 BMW X4 xDrive28i with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,"Mileage: 10,722 miles","$42,551 ",NYC
2015 BMW 5 Series 535i xDrive,Hatchback,White,"Used 2015 BMW 5 Series 535i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio",6 Cyl,"Mileage: 22,334 miles","$40,000 ",NYC
2014 Mercedes-Benz E-Class E 350,Coupe,Black,"Used 2014 Mercedes-Benz E-Class E 350 with AWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering",6 Cyl,"Mileage: 32,644 miles","$31,951 ",NYC
2016 Audi Q3 Prestige,SUV,Blue,"Used 2016 Audi Q3 Prestige with AWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",4 Cyl,"Mileage: 6,893 miles","$32,951 ",NYC
2013 BMW X5 xDrive35i,SUV,Blue,"Used 2013 BMW X5 xDrive35i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio",6 Cyl,"Mileage: 40,204 miles","$29,000 ",NYC
2015 Chevrolet Spark LT,Hatchback,Black,"Used 2015 Chevrolet Spark LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 35,551 miles","$9,214 ",NYC
2014 BMW 5 Series 535i xDrive,Sedan,Black,"Used 2014 BMW 5 Series 535i xDrive with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 42,937 miles","$29,751 ",NYC
2016 BMW 4 Series 435i xDrive,Coupe,Black,"Used 2016 BMW 4 Series 435i xDrive with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",6 Cyl,"Mileage: 12,181 miles","$42,595 ",NYC
2016 Volkswagen Golf S,Hatchback,Blue,"Used 2016 Volkswagen Golf S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",4 Cyl,"Mileage: 11,518 miles","$14,495 ",NYC
2012 Land Rover LR4,SUV,Silver,"Used 2012 Land Rover LR4 with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats",8 Cyl,"Mileage: 52,783 miles","$29,995 ",NYC
2013 Ford Edge SEL,SUV,Black,"Used 2013 Ford Edge SEL with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Trip Computer, Power Seat (Driver)",6 Cyl,"Mileage: 78,418 miles","$13,995 ",NYC
2014 Ford Fusion SE,Sedan,Gray,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,"Mileage: 36,871 miles","$11,977 ",NYC
2012 Mini Cooper Countryman S,SUV,Silver,"Used 2012 Mini Cooper Countryman S with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Windows, AM/FM",4 Cyl,"Mileage: 74,883 miles","$12,995 ",NYC
2015 Chevrolet Cruze LT,Sedan,Blue,"Used 2015 Chevrolet Cruze LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",4 Cyl,"Mileage: 1,692 miles","$13,995 ",NYC
2015 Nissan Rogue SL,SUV,Red,"Used 2015 Nissan Rogue SL with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 34,726 miles","$19,994 ",NYC
2013 Jeep Compass Sport,SUV,Unspecified,"Used 2013 Jeep Compass Sport with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 70,998 miles","$11,991 ",NYC
2014 Honda Odyssey EX,Minivan,Silver,"Used 2014 Honda Odyssey EX with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, DVD, Air Conditioning",6 Cyl,"Mileage: 29,719 miles","$24,500 ",NYC
2013 Subaru Outback 2.5i,Wagon,Red,"Used 2013 Subaru Outback 2.5i with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 67,002 miles","$14,396 ",NYC
2015 Toyota Highlander LE,SUV,Silver,"Used 2015 Toyota Highlander LE with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",6 Cyl,"Mileage: 28,749 miles","$28,500 ",NYC
2014 Dodge Durango Limited,SUV,White,"Used 2014 Dodge Durango Limited with AWD, Fog Lights, Third Row Seating, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, AM/FM, Power Seat (Driver)",6 Cyl,"Mileage: 27,625 miles","$27,495 ",NYC
2016 Chrysler 200 S,Sedan,Red,"Used 2016 Chrysler 200 S with FWD, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Power Seat (Driver), Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration",4 Cyl,"Mileage: 32,603 miles","$12,985 ",NYC
2015 Jeep Grand Cherokee Limited Edition,SUV,Gray,"Used 2015 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Power Seat (Driver)",6 Cyl,"Mileage: 25,329 miles","$28,995 ",NYC
2016 Jeep Grand Cherokee Limited Edition,SUV,Gray,"Used 2016 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Fog Lights, Navigation System, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",6 Cyl,"Mileage: 14,087 miles","$32,495 ",NYC
2014 Toyota RAV4 XLE,SUV,White,"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 33,338 miles","$18,895 ",NYC
2014 Toyota RAV4 LE,SUV,Black,"Used 2014 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 25,577 miles","$18,310 ",NYC
2014 Toyota Camry LE,Sedan,Silver,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 28,234 miles","$14,590 ",NYC
2014 Toyota Camry LE,Sedan,Green,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 15,573 miles","$14,895 ",NYC
2015 Ford Explorer XLT,SUV,Black,"Used 2015 Ford Explorer XLT with 4WD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",6 Cyl,"Mileage: 27,122 miles","$27,428 ",NYC
2014 Toyota RAV4 LE,SUV,Blue,"Used 2014 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 20,595 miles","$18,780 ",NYC
2014 Toyota RAV4 XLE,SUV,White,"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 38,702 miles","$18,650 ",NYC
