price,color,mileage,bodytype,model,specs,engine,city
"$24,247 ",Black,"Mileage: 40,915 miles",SUV,2015 Acura RDX Technology,"Used 2015 Acura RDX Technology with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,LA
"$26,444 ",Black,"Mileage: 32,486 miles",SUV,2013 Infiniti JX35,"Used 2013 Infiniti JX35 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,LA
"$12,499 ",Silver,"Mileage: 7,496 miles",Sedan,2016 Nissan Sentra S,"Used 2016 Nissan Sentra S with FWD, Cruise Control, Air Conditioning, MP3, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$16,649 ",Silver,"Mileage: 50,771 miles",Wagon,2014 Subaru Impreza Sport,"Used 2014 Subaru Impreza Sport with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$124,499 ",Silver,"Mileage: 8,328 miles",Coupe,2013 Bentley Continental GT,,12 Cyl,LA
"$8,497 ",Beige,"Mileage: 91,962 miles",Sedan,2013 Toyota Corolla LE,"Used 2013 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$12,799 ",White,"Mileage: 43,623 miles",Hatchback,2014 Mini Cooper Paceman,"Used 2014 Mini Cooper Paceman with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$12,890 ",Silver,"Mileage: 26,040 miles",Hatchback,2013 Hyundai Elantra GT,"Used 2013 Hyundai Elantra GT with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$16,497 ",White,"Mileage: 40,670 miles",Sedan,2015 Ford Fusion SE,"Used 2015 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$42,795 ",Black,"Mileage: 29,349 miles",SUV,2016 Lexus GX 460,"Used 2016 Lexus GX 460 with 4WD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,LA
"$27,500 ",White,"Mileage: 46,322 miles",Sedan,2015 BMW 4 Series 428i,"Used 2015 BMW 4 Series 428i with RWD, Alloy Wheels, Navigation System, Keyless Entry, Towing Package, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter, Power Locks",4 Cyl,LA
"$15,499 ",Silver,"Mileage: 36,425 miles",SUV,2014 Mini Cooper Countryman S,"Used 2014 Mini Cooper Countryman S with FWD, Leather Seats, Alloy Wheels, Cruise Control, Air Conditioning, MP3, Power Windows, AM/FM, Aux Audio Adapter, Handsfree/Bluetooth Integration",4 Cyl,LA
"$27,000 ",White,"Mileage: 42,411 miles",Sedan,2015 Kia K900 Luxury,"Used 2015 Kia K900 Luxury with RWD, Navigation System, Heated Seats, Air Conditioning, Satellite Radio, Aux Audio Adapter, Handsfree/Bluetooth Integration",8 Cyl,LA
"$63,988 ",Silver,"Mileage: 22,741 miles",Sedan,2014 Mercedes-Benz S-Class S 550,"Used 2014 Mercedes-Benz S-Class S 550 with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, DVD, Air Conditioning, Satellite Radio, Power Steering",8 Cyl,LA
"$12,999 ",Silver,"Mileage: 41,204 miles",Sedan,2013 Kia Optima LX,"Used 2013 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$14,995 ",Gold,"Mileage: 47,000 miles",Sedan,2015 Volkswagen Passat SE,"Used 2015 Volkswagen Passat SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$14,888 ",Burgundy,"Mileage: 20,708 miles",Sedan,2014 Honda Accord LX,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$34,760 ",Gray,"Mileage: 32,495 miles",Sedan,2014 BMW 5 Series 535d,"Used 2014 BMW 5 Series 535d with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$21,588 ",Red,"Mileage: 42,748 miles",Sedan,2014 Infiniti Q50 Premium,"Used 2014 Infiniti Q50 Premium with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$12,099 ",Silver,"Mileage: 40,012 miles",Sedan,2014 Volkswagen Passat S,"Used 2014 Volkswagen Passat S with FWD, Navigation System, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Trip Computer, Intermittent Wipers, Power Locks",5 Cyl,LA
"$23,581 ",White,"Mileage: 11,295 miles",Coupe,2014 Mercedes-Benz C-Class C 250,"Used 2014 Mercedes-Benz C-Class C 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$15,958 ",White,"Mileage: 45,618 miles",Hatchback,2015 Toyota Prius Three,"Used 2015 Toyota Prius Three with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$13,499 ",Black,"Mileage: 8,639 miles",Sedan,2015 Nissan Sentra SR,"Used 2015 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$25,994 ",White,"Mileage: 23,930 miles",SUV,2015 Honda CR-V Touring,"Used 2015 Honda CR-V Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$55,900 ",Gray,"Mileage: 32,952 miles",Sedan,2014 Porsche Panamera S,"Used 2014 Porsche Panamera S with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",6 Cyl,LA
"$7,999 ",Black,"Mileage: 78,637 miles",Sedan,2014 Ford Focus S,"Used 2014 Ford Focus S with FWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Rear Window Defroster",4 Cyl,LA
"$16,499 ",Silver,"Mileage: 45,702 miles",SUV,2015 Ford Edge SE,,6 Cyl,LA
"$11,498 ",Silver,"Mileage: 23,569 miles",Sedan,2015 Dodge Dart SXT,"Used 2015 Dodge Dart SXT with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,LA
"$20,776 ",White,"Mileage: 26,418 miles",Pickup,2014 Nissan Frontier SV,"Used 2014 Nissan Frontier SV with RWD, Fog Lights, Trailer Hitch, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$29,995 ",White,"Mileage: 45,567 miles",SUV,2015 Jeep Wrangler Sport,"Used 2015 Jeep Wrangler Sport with 4WD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",6 Cyl,LA
"$14,822 ",Gray,"Mileage: 25,738 miles",Sedan,2015 Honda Civic LX,"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Trip Computer",4 Cyl,LA
"$62,499 ",White,"Mileage: 1,682 miles",Convertible,2017 Mercedes-Benz C-Class AMG C 43,"Used 2017 Mercedes-Benz C-Class AMG C 43 with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning, MP3",6 Cyl,LA
"$55,000 ",White,"Mileage: 2,970 miles",Coupe,2015 Chevrolet Corvette Z51,"Used 2015 Chevrolet Corvette Z51 with RWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",8 Cyl,LA
"$28,991 ",White,"Mileage: 46,968 miles",Pickup,2015 Toyota Tundra SR5,"Used 2015 Toyota Tundra SR5 with RWD, Fog Lights, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",8 Cyl,LA
"$16,495 ",Yellow,"Mileage: 33,297 miles",Coupe,2014 Chevrolet Camaro LS,"Used 2014 Chevrolet Camaro LS with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$39,500 ",White,"Mileage: 43,038 miles",Hatchback,2014 Audi A7 Premium Plus,"Used 2014 Audi A7 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$11,699 ",Black,"Mileage: 40,247 miles",Sedan,2014 Mitsubishi Lancer SE,"Used 2014 Mitsubishi Lancer SE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$20,988 ",Blue,"Mileage: 13,259 miles",Hatchback,2015 Volkswagen Golf SE,"Used 2015 Volkswagen Golf SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$11,495 ",Gray,"Mileage: 46,275 miles",Hatchback,2013 Volkswagen Beetle,"Used 2013 Volkswagen Beetle with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",5 Cyl,LA
"$17,000 ",Black,"Mileage: 31,426 miles",Wagon,2015 Subaru Impreza,"Used 2015 Subaru Impreza with AWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,LA
"$19,999 ",Beige,"Mileage: 58,016 miles",SUV,2014 Chevrolet Traverse LTZ,,6 Cyl,LA
"$16,775 ",Gray,"Mileage: 77,432 miles",Coupe,2013 Mercedes-Benz C-Class C 250,"Used 2013 Mercedes-Benz C-Class C 250 with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3",4 Cyl,LA
"$12,878 ",Silver,"Mileage: 24,875 miles",Sedan,2015 Nissan Sentra SV,"Used 2015 Nissan Sentra SV with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,LA
"$8,888 ",Black,"Mileage: 102,509 miles",Sedan,2013 Hyundai Sonata GLS,"Used 2013 Hyundai Sonata GLS with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,LA
"$19,295 ",Black,"Mileage: 28,439 miles",SUV,2016 Kia Sorento LX,"Used 2016 Kia Sorento LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$15,488 ",Black,"Mileage: 30,973 miles",Sedan,2014 Chevrolet Volt,"Used 2014 Chevrolet Volt with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$18,995 ",Gray,"Mileage: 17,001 miles",SUV,2015 Chevrolet Equinox LT,"Used 2015 Chevrolet Equinox LT with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$32,999 ",White,"Mileage: 20,791 miles",SUV,2015 Infiniti QX60,"Used 2015 Infiniti QX60 with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",6 Cyl,LA
"$16,771 ",Silver,"Mileage: 36,045 miles",Hatchback,2014 Toyota Prius Plug-in Base,"Used 2014 Toyota Prius Plug-in Base with FWD, Navigation System, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",4 Cyl,LA
"$16,998 ",Silver,"Mileage: 45,251 miles",Minivan,2013 Toyota Sienna L,"Used 2013 Toyota Sienna L with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$27,993 ",White,"Mileage: 27,473 miles",SUV,2015 Mercedes-Benz GLA 250,"Used 2015 Mercedes-Benz GLA 250 with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$39,500 ",White,"Mileage: 43,038 miles",Hatchback,2014 Audi A7 Premium Plus,"Used 2014 Audi A7 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,LA
"$20,988 ",Blue,"Mileage: 13,259 miles",Hatchback,2015 Volkswagen Golf SE,"Used 2015 Volkswagen Golf SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$11,495 ",Gray,"Mileage: 46,275 miles",Hatchback,2013 Volkswagen Beetle,"Used 2013 Volkswagen Beetle with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",5 Cyl,LA
"$19,999 ",Beige,"Mileage: 58,016 miles",SUV,2014 Chevrolet Traverse LTZ,,6 Cyl,LA
"$16,775 ",Gray,"Mileage: 77,432 miles",Coupe,2013 Mercedes-Benz C-Class C 250,"Used 2013 Mercedes-Benz C-Class C 250 with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3",4 Cyl,LA
"$27,795 ",Black,"Mileage: 25,250 miles",Coupe,2013 Audi A5 Premium Plus,"Used 2013 Audi A5 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",4 Cyl,LA
"$20,295 ",White,"Mileage: 17,639 miles",SUV,2016 Kia Sorento LX,"Used 2016 Kia Sorento LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$32,999 ",White,"Mileage: 20,791 miles",SUV,2015 Infiniti QX60,"Used 2015 Infiniti QX60 with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",6 Cyl,LA
"$22,895 ",Black,"Mileage: 12,865 miles",Sedan,2014 Audi A4 2.0T,"Used 2014 Audi A4 2.0T with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,LA
"$16,998 ",Silver,"Mileage: 45,251 miles",Minivan,2013 Toyota Sienna L,"Used 2013 Toyota Sienna L with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$16,495 ",White,"Mileage: 27,399 miles",Sedan,2015 Kia Optima EX,"Used 2015 Kia Optima EX with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$23,500 ",White,"Mileage: 36,532 miles",Sedan,2013 Lexus ES 350,"Used 2013 Lexus ES 350 with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning",6 Cyl,LA
"$16,300 ",Gray,"Mileage: 18,169 miles",Coupe,2015 Honda Civic EX,"Used 2015 Honda Civic EX with FWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",4 Cyl,LA
"$25,990 ",Black,"Mileage: 52,382 miles",Pickup,2014 Ram 1500 ST,"Used 2014 Ram 1500 ST with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Quad Cab, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Satellite Radio",8 Cyl,LA
"$37,595 ",White,"Mileage: 52,573 miles",SUV,2015 Lexus GX 460,"Used 2015 Lexus GX 460 with 4WD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",8 Cyl,LA
"$12,914 ",Black,"Mileage: 38,304 miles",Sedan,2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Intermittent Wipers, Power Locks",4 Cyl,LA
"$20,938 ",Black,"Mileage: 24,201 miles",Sedan,2014 Mercedes-Benz C-Class C 250,"Used 2014 Mercedes-Benz C-Class C 250 with RWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$10,898 ",White,"Mileage: 75,606 miles",Sedan,2014 Ford Fusion SE,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$25,888 ",White,"Mileage: 10,037 miles",SUV,2017 Volkswagen Tiguan Wolfsburg Edition,"Used 2017 Volkswagen Tiguan Wolfsburg Edition with AWD, Power Sun/Moonroof, Trailer Hitch, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",4 Cyl,LA
"$8,991 ",Silver,"Mileage: 21,614 miles",Hatchback,2014 Chevrolet Spark EV LT,"Used 2014 Chevrolet Spark EV LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Electric,LA
"$15,999 ",Silver,"Mileage: 25,406 miles",Sedan,2014 Chevrolet Volt,"Used 2014 Chevrolet Volt with FWD, Remote Start, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$20,875 ",Gray,"Mileage: 30,492 miles",SUV,2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,LA
"$28,500 ",Gray,"Mileage: 66,134 miles",Pickup,2015 Ford F-150 XL,"Used 2015 Ford F-150 XL with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$17,495 ",Black,"Mileage: 41,816 miles",Convertible,2014 Chevrolet Camaro LT,"Used 2014 Chevrolet Camaro LT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$15,495 ",Gray,"Mileage: 27,604 miles",Sedan,2015 Kia Optima,"Used 2015 Kia Optima with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,LA
"$20,998 ",Black,"Mileage: 33,670 miles",SUV,2015 Jeep Grand Cherokee Laredo,"Used 2015 Jeep Grand Cherokee Laredo with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,LA
"$9,995 ",White,"Mileage: 46,435 miles",Sedan,2014 Volkswagen Jetta SE,"Used 2014 Volkswagen Jetta SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",4 Cyl,LA
"$14,999 ",Gray,"Mileage: 15,563 miles",Hatchback,2014 Ford Focus Titanium,"Used 2014 Ford Focus Titanium with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$18,999 ",Burgundy,"Mileage: 48,464 miles",SUV,2015 Nissan Pathfinder SV,"Used 2015 Nissan Pathfinder SV with FWD, Remote Start, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",6 Cyl,LA
"$13,485 ",Gray,"Mileage: 88,837 miles",Sedan,2013 Kia Optima SX,"Used 2013 Kia Optima SX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,LA
"$14,988 ",White,"Mileage: 30,765 miles",Sedan,2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$14,996 ",Red,"Mileage: 46,362 miles",Hatchback,2015 Toyota Prius Two,"Used 2015 Toyota Prius Two with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,LA
"$26,976 ",Black,"Mileage: 38,012 miles",Sedan,2015 Lexus ES 350,"Used 2015 Lexus ES 350 with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",6 Cyl,LA
"$21,595 ",White,"Mileage: 24,539 miles",Hatchback,2014 Lexus CT 200h,"Used 2014 Lexus CT 200h with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",4 Cyl,LA
"$14,977 ",Green,"Mileage: 44,668 miles",Hatchback,2014 Toyota Prius Two,"Used 2014 Toyota Prius Two with FWD, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration",4 Cyl,LA
"$26,998 ",Gray,"Mileage: 25,226 miles",Sedan,2015 Lexus IS 250,"Used 2015 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,LA
"$11,795 ",Silver,"Mileage: 38,181 miles",Sedan,2013 Kia Optima LX,"Used 2013 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,LA
"$19,994 ",Black,"Mileage: 24,535 miles",Coupe,2015 Honda Accord EXL,"Used 2015 Honda Accord EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering",6 Cyl,LA
"$31,499 ",Black,"Mileage: 8,052 miles",Coupe,2016 Audi A5 Premium Plus,"Used 2016 Audi A5 Premium Plus with AWD, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Handsfree/Bluetooth Integration",4 Cyl,LA
"$16,995 ",Gray,"Mileage: 34,783 miles",Hatchback,2014 Toyota Prius Plug-in,"Used 2014 Toyota Prius Plug-in with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$45,987 ",Silver,"Mileage: 18,770 miles",SUV,2015 Porsche Macan S,"Used 2015 Porsche Macan S with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",6 Cyl,LA
"$8,997 ",Unspecified,"Mileage: 156,056 miles",Hatchback,2014 Toyota Prius Four,"Used 2014 Toyota Prius Four with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,LA
"$18,499 ",Black,"Mileage: 59,064 miles",SUV,2014 Jeep Grand Cherokee Laredo,"Used 2014 Jeep Grand Cherokee Laredo with RWD, Keyless Entry, Air Conditioning, Aux Audio Adapter, Power Mirrors",6 Cyl,LA
