price,mileage,color,model,engine,specs,bodytype,city
"$28,614 ","Mileage: 22,702 miles",Silver,2015 Buick Enclave Leather Group,6 Cyl,"Used 2015 Buick Enclave Leather Group with AWD, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$10,999 ","Mileage: 24,536 miles",Gray,2015 Jeep Patriot Sport,4 Cyl,"Used 2015 Jeep Patriot Sport with FWD, Cruise Control, CD (Single Disc), Cloth Seats, Power Steering, AM/FM, Rear Window Defroster",SUV,Seattle
"$15,999 ","Mileage: 28,954 miles",Black,2013 Ford Taurus SEL,6 Cyl,"Used 2013 Ford Taurus SEL with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks",Sedan,Seattle
"$11,999 ","Mileage: 64,258 miles",Blue,2013 Buick Verano Convenience,4 Cyl,,Sedan,Seattle
"$17,910 ","Mileage: 3,524 miles",White,2016 Ford C-Max SE,4 Cyl,"Used 2016 Ford C-Max SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Minivan,Seattle
"$44,999 ","Mileage: 74,470 miles",Gray,2012 Ram 3500 Laramie,6 Cyl,"Used 2012 Ram 3500 Laramie with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Pickup,Seattle
"$19,777 ","Mileage: 108,028 miles",Black,2009 BMW X6 xDrive50i,8 Cyl,"Used 2009 BMW X6 xDrive50i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",SUV,Seattle
"$13,995 ","Mileage: 29,064 miles",Silver,2014 Toyota Corolla LE,4 Cyl,"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$12,887 ","Mileage: 17,099 miles",Gray,2015 Volkswagen Jetta S,4 Cyl,"Used 2015 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$19,999 ","Mileage: 43,379 miles",Blue,2014 BMW X1 xDrive28i,4 Cyl,"Used 2014 BMW X1 xDrive28i with AWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks",SUV,Seattle
"$19,615 ","Mileage: 40,096 miles",Gray,2013 Buick LaCrosse Touring,6 Cyl,"Used 2013 Buick LaCrosse Touring with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Sedan,Seattle
"$21,950 ","Mileage: 71,601 miles",Unspecified,2012 BMW X5 xDrive35i,6 Cyl,"Used 2012 BMW X5 xDrive35i with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$16,635 ","Mileage: 22,631 miles",Silver,2015 Ford Fusion SE,4 Cyl,"Used 2015 Ford Fusion SE with FWD, Fog Lights, Alloy Wheels, Navigation System, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Sedan,Seattle
"$18,999 ","Mileage: 19,781 miles",Silver,2017 Kia Sorento LX,4 Cyl,"Used 2017 Kia Sorento LX with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$28,999 ","Mileage: 31,971 miles",Gray,2014 Jeep Grand Cherokee Limited Edition,6 Cyl,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows",SUV,Seattle
"$44,999 ","Mileage: 74,470 miles",Gray,2012 Ram 3500 Laramie,6 Cyl,"Used 2012 Ram 3500 Laramie with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",Pickup,Seattle
"$19,777 ","Mileage: 108,028 miles",Black,2009 BMW X6 xDrive50i,8 Cyl,"Used 2009 BMW X6 xDrive50i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",SUV,Seattle
"$13,995 ","Mileage: 29,064 miles",Silver,2014 Toyota Corolla LE,4 Cyl,"Used 2014 Toyota Corolla LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$26,993 ","Mileage: 1,887 miles",Black,2017 Chrysler 300 Limited Edition,6 Cyl,"Used 2017 Chrysler 300 Limited Edition with RWD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers",Sedan,Seattle
"$12,887 ","Mileage: 17,099 miles",Gray,2015 Volkswagen Jetta S,4 Cyl,"Used 2015 Volkswagen Jetta S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$19,999 ","Mileage: 43,379 miles",Blue,2014 BMW X1 xDrive28i,4 Cyl,"Used 2014 BMW X1 xDrive28i with AWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks",SUV,Seattle
"$19,615 ","Mileage: 40,096 miles",Gray,2013 Buick LaCrosse Touring,6 Cyl,"Used 2013 Buick LaCrosse Touring with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",Sedan,Seattle
"$21,950 ","Mileage: 71,601 miles",Unspecified,2012 BMW X5 xDrive35i,6 Cyl,"Used 2012 BMW X5 xDrive35i with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$16,635 ","Mileage: 22,631 miles",Silver,2015 Ford Fusion SE,4 Cyl,"Used 2015 Ford Fusion SE with FWD, Fog Lights, Alloy Wheels, Navigation System, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Sedan,Seattle
"$10,999 ","Mileage: 39,661 miles",Black,2014 Volkswagen Jetta SE,4 Cyl,"Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$18,999 ","Mileage: 19,781 miles",Silver,2017 Kia Sorento LX,4 Cyl,"Used 2017 Kia Sorento LX with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$28,277 ","Mileage: 67,461 miles",White,2011 Toyota 4Runner,6 Cyl,"Used 2011 Toyota 4Runner with 4WD, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3",SUV,Seattle
"$28,999 ","Mileage: 31,971 miles",Gray,2014 Jeep Grand Cherokee Limited Edition,6 Cyl,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows",SUV,Seattle
"$22,981 ","Mileage: 13,281 miles",Black,2015 Ford Mustang,4 Cyl,"Used 2015 Ford Mustang with RWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Coupe,Seattle
"$34,991 ","Mileage: 22,094 miles",Black,2015 Ford Explorer Sport,6 Cyl,"Used 2015 Ford Explorer Sport with 4WD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, MP3",SUV,Seattle
"$17,995 ","Mileage: 5,055 miles",Blue,2016 Mazda CX-3 Sport,4 Cyl,"Used 2016 Mazda CX-3 Sport with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",SUV,Seattle
"$52,599 ","Mileage: 8,273 miles",Unspecified,2015 Chevrolet Corvette Z51,8 Cyl,"Used 2015 Chevrolet Corvette Z51 with RWD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Coupe,Seattle
"$16,999 ","Mileage: 40,251 miles",Silver,2014 Mini Cooper Countryman S,4 Cyl,"Used 2014 Mini Cooper Countryman S with FWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$16,814 ","Mileage: 43,365 miles",Blue,2015 Toyota Camry LE,4 Cyl,"Used 2015 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$17,495 ","Mileage: 34,790 miles",Beige,2014 Chrysler 300 Base,6 Cyl,"Used 2014 Chrysler 300 Base with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio, Power Steering",Sedan,Seattle
"$17,999 ","Mileage: 113,263 miles",Unspecified,2014 Toyota Sienna SE,6 Cyl,"Used 2014 Toyota Sienna SE with FWD, Fog Lights, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",Minivan,Seattle
"$27,996 ","Mileage: 15,515 miles",Gray,2014 BMW X3 xDrive28i,4 Cyl,"Used 2014 BMW X3 xDrive28i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, AM/FM",SUV,Seattle
"$17,122 ","Mileage: 39,123 miles",Gray,2014 Chevrolet Equinox LT,4 Cyl,"Used 2014 Chevrolet Equinox LT with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$28,999 ","Mileage: 6,350 miles",Red,2016 BMW 3 Series 320i xDrive,4 Cyl,"Used 2016 BMW 3 Series 320i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",Sedan,Seattle
"$12,900 ","Mileage: 15,805 miles",Red,2016 Chevrolet Sonic LTZ,4 Cyl,"Used 2016 Chevrolet Sonic LTZ with FWD, Remote Start, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",Hatchback,Seattle
"$11,691 ",Mileage: 66 miles,White,2017 Mitsubishi Mirage ES,3 Cyl,"Used 2017 Mitsubishi Mirage ES with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer",Hatchback,Seattle
"$23,995 ","Mileage: 106,799 miles",Gold,2013 Ford F-150 XLT,6 Cyl,"Used 2013 Ford F-150 XLT with 4WD, Fog Lights, Alloy Wheels, Cruise Control, Heated Seats, Towing Package, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Pickup,Seattle
"$39,731 ","Mileage: 47,010 miles",Brown,2014 Chevrolet Tahoe LTZ,8 Cyl,"Used 2014 Chevrolet Tahoe LTZ with 4WD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats",SUV,Seattle
"$12,779 ","Mileage: 13,065 miles",Blue,2015 Ford Focus SE,4 Cyl,"Used 2015 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Sedan,Seattle
"$12,595 ","Mileage: 25,453 miles",Black,2015 Nissan Sentra S,4 Cyl,"Used 2015 Nissan Sentra S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$39,991 ","Mileage: 9,079 miles",White,2016 Land Rover Range Rover Evoque SE,4 Cyl,"Used 2016 Land Rover Range Rover Evoque SE with 4WD, Remote Start, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering",SUV,Seattle
"$28,314 ","Mileage: 19,918 miles",Black,2015 Ford Edge Sport,6 Cyl,"Used 2015 Ford Edge Sport with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",SUV,Seattle
"$11,469 ",Mileage: 10 miles,Gray,2016 Nissan Versa Note S Plus,4 Cyl,"Used 2016 Nissan Versa Note S Plus with FWD, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors",Hatchback,Seattle
"$19,995 ","Mileage: 56,522 miles",Unspecified,2014 Subaru Outback 2.5i,4 Cyl,"Used 2014 Subaru Outback 2.5i with AWD, Alloy Wheels, Cruise Control, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Handsfree/Bluetooth Integration, Front Airbags (Driver)",Wagon,Seattle
"$15,891 ","Mileage: 24,958 miles",Red,2012 Honda Accord EXL,6 Cyl,"Used 2012 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver)",Coupe,Seattle
"$42,814 ","Mileage: 9,674 miles",Black,2015 Ford F-150 Platinum,8 Cyl,"Used 2015 Ford F-150 Platinum with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera",Pickup,Seattle
"$21,500 ","Mileage: 14,311 miles",Silver,2016 Mini Cooper Countryman S,4 Cyl,"Used 2016 Mini Cooper Countryman S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",SUV,Seattle
"$37,998 ","Mileage: 7,519 miles",Black,2016 Chevrolet Silverado 1500 LT,8 Cyl,"Used 2016 Chevrolet Silverado 1500 LT with 4WD, Remote Start, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning",Pickup,Seattle
"$38,415 ","Mileage: 17,477 miles",White,2016 Ford F-150 Lariat,8 Cyl,"Used 2016 Ford F-150 Lariat with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Pickup,Seattle
"$18,999 ","Mileage: 19,781 miles",Silver,2017 Kia Sorento LX,4 Cyl,"Used 2017 Kia Sorento LX with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks, Rear Window Defroster",SUV,Seattle
"$38,309 ","Mileage: 9,092 miles",Black,2016 BMW 3 Series 328i xDrive,4 Cyl,"Used 2016 BMW 3 Series 328i xDrive with AWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",Hatchback,Seattle
"$39,888 ","Mileage: 5,951 miles",Bronze,2017 BMW X3 xDrive28i,4 Cyl,"Used 2017 BMW X3 xDrive28i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",SUV,Seattle
"$31,996 ","Mileage: 10,107 miles",Black,2016 Mercedes-Benz C-Class C 300,4 Cyl,"Used 2016 Mercedes-Benz C-Class C 300 with AWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter",Sedan,Seattle
"$36,314 ","Mileage: 12,714 miles",Black,2016 Dodge Charger R/T,8 Cyl,"Used 2016 Dodge Charger R/T with RWD, Fog Lights, Keyless Entry, Cruise Control, Split/Folding Seats, DVD, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Sedan,Seattle
"$25,999 ","Mileage: 39,570 miles",White,2014 BMW X3 xDrive28i,4 Cyl,"Used 2014 BMW X3 xDrive28i with AWD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",SUV,Seattle
"$16,888 ","Mileage: 67,425 miles",Bronze,2011 BMW 3 Series 335i,6 Cyl,"Used 2011 BMW 3 Series 335i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Coupe,Seattle
"$28,999 ","Mileage: 31,971 miles",Gray,2014 Jeep Grand Cherokee Limited Edition,6 Cyl,"Used 2014 Jeep Grand Cherokee Limited Edition with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows",SUV,Seattle
"$9,995 ","Mileage: 108,615 miles",Gray,2010 Ford Ranger XL,4 Cyl,"Used 2010 Ford Ranger XL with RWD, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$21,985 ","Mileage: 15,831 miles",Black,2015 Volkswagen Golf SE,4 Cyl,"Used 2015 Volkswagen Golf SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",Wagon,Seattle
"$17,995 ","Mileage: 5,055 miles",Blue,2016 Mazda CX-3 Sport,4 Cyl,"Used 2016 Mazda CX-3 Sport with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",SUV,Seattle
"$28,499 ","Mileage: 74,831 miles",Orange,2010 Ford F-150 SVT Raptor,8 Cyl,"Used 2010 Ford F-150 SVT Raptor with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats",Pickup,Seattle
"$28,000 ","Mileage: 11,559 miles",Blue,2016 Ford F-150 XL,6 Cyl,"Used 2016 Ford F-150 XL with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows",Pickup,Seattle
"$21,000 ","Mileage: 25,979 miles",Black,2012 Ford Edge Limited,6 Cyl,"Used 2012 Ford Edge Limited with AWD, Remote Start, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",SUV,Seattle
"$20,299 ","Mileage: 15,583 miles",Gray,2015 Ford Mustang,4 Cyl,"Used 2015 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Coupe,Seattle
"$9,977 ","Mileage: 74,428 miles",Blue,2007 BMW 3 Series 328xi,6 Cyl,"Used 2007 BMW 3 Series 328xi with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM",Sedan,Seattle
"$21,998 ","Mileage: 47,080 miles",Gray,2012 Mercedes-Benz E-Class E 350,6 Cyl,"Used 2012 Mercedes-Benz E-Class E 350 with RWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, DVD, Air Conditioning, MP3, Power Steering, AM/FM, Power Seat (Driver)",Sedan,Seattle
"$7,938 ","Mileage: 101,653 miles",Silver,2006 BMW 3 Series 325i,6 Cyl,"Used 2006 BMW 3 Series 325i with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Sedan,Seattle
"$27,814 ","Mileage: 20,246 miles",Black,2014 Chevrolet Camaro SS,8 Cyl,"Used 2014 Chevrolet Camaro SS with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",Coupe,Seattle
"$29,495 ","Mileage: 6,045 miles",Black,2017 Honda Accord Touring,6 Cyl,"Used 2017 Honda Accord Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Sedan,Seattle
"$14,599 ","Mileage: 45,809 miles",White,2014 Chevrolet Volt,4 Cyl,"Used 2014 Chevrolet Volt with FWD, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Sedan,Seattle
"$19,995 ","Mileage: 5,851 miles",White,2016 Nissan Altima SL,6 Cyl,"Used 2016 Nissan Altima SL with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Sedan,Seattle
"$7,495 ","Mileage: 119,716 miles",Black,2009 Scion xB Base,4 Cyl,"Used 2009 Scion xB Base with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer",Wagon,Seattle
"$35,999 ","Mileage: 4,754 miles",Gray,2017 Chevrolet Camaro SS,8 Cyl,"Used 2017 Chevrolet Camaro SS with RWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",Coupe,Seattle
"$6,995 ","Mileage: 140,221 miles",Gold,2007 Subaru Forester 2.5X,4 Cyl,"Used 2007 Subaru Forester 2.5X with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",SUV,Seattle
"$13,995 ","Mileage: 24,685 miles",Black,2014 Jeep Patriot Sport,4 Cyl,"Used 2014 Jeep Patriot Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, Power Steering, AM/FM, Intermittent Wipers, Rear Window Defroster, Front Airbags (Driver)",SUV,Seattle
"$20,495 ","Mileage: 19,759 miles",Unspecified,2015 Ford Mustang,4 Cyl,"Used 2015 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",Coupe,Seattle
"$7,698 ","Mileage: 95,793 miles",White,2012 Mini Cooper Base,4 Cyl,"Used 2012 Mini Cooper Base with FWD, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Power Locks",Hatchback,Seattle
"$22,988 ","Mileage: 36,003 miles",Blue,2014 Subaru Impreza WRX,4 Cyl,"Used 2014 Subaru Impreza WRX with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$18,020 ","Mileage: 41,912 miles",Silver,2016 Dodge Grand Caravan R/T,6 Cyl,"Used 2016 Dodge Grand Caravan R/T with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Minivan,Seattle
"$4,999 ","Mileage: 152,473 miles",Silver,2008 Toyota Yaris,4 Cyl,"Used 2008 Toyota Yaris with FWD, Air Conditioning, Power Steering, Intermittent Wipers, Front Airbags (Driver)",Sedan,Seattle
"$26,999 ","Mileage: 42,218 miles",Gray,2015 Dodge Durango Limited,6 Cyl,"Used 2015 Dodge Durango Limited with AWD, Leather Seats, Alloy Wheels, Third Row Seating, Cruise Control, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",SUV,Seattle
"$38,788 ","Mileage: 34,341 miles",White,2015 BMW X5 xDrive35i,6 Cyl,"Used 2015 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats",SUV,Seattle
"$30,999 ","Mileage: 92,683 miles",Red,2012 Ford F-350 Lariat,8 Cyl,"Used 2012 Ford F-350 Lariat with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Pickup,Seattle
"$36,995 ","Mileage: 1,124 miles",Silver,2016 Mercedes-Benz C-Class C 300,4 Cyl,"Used 2016 Mercedes-Benz C-Class C 300 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$10,985 ","Mileage: 111,458 miles",Unspecified,2012 Hyundai Tucson GLS,4 Cyl,"Used 2012 Hyundai Tucson GLS with AWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",SUV,Seattle
"$10,789 ","Mileage: 43,675 miles",Silver,2015 Dodge Dart SXT,4 Cyl,"Used 2015 Dodge Dart SXT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Sedan,Seattle
