price,model,specs,color,bodytype,mileage,engine,city
"$27,988 ",2011 Jaguar XJ,"Used 2011 Jaguar XJ with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, Trip Computer, Front Airbags (Driver)",Black,Sedan,"Mileage: 21,340 miles",8 Cyl,SanDiego
"$23,888 ",2014 Mercedes-Benz B-Class Electric Drive,"Used 2014 Mercedes-Benz B-Class Electric Drive with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Red,Hatchback,"Mileage: 15,610 miles",Electric,SanDiego
"$7,999 ",2014 Fiat 500e,"Used 2014 Fiat 500e with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Unspecified,Hatchback,"Mileage: 29,916 miles",Electric,SanDiego
"$73,999 ",2016 Land Rover Range Rover Sport Supercharged,"Used 2016 Land Rover Range Rover Sport Supercharged with 4WD, Leather Seats, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Handsfree/Bluetooth Integration",Red,SUV,"Mileage: 18,200 miles",6 Cyl,SanDiego
"$7,777 ",2013 Chevrolet Cruze LS,"Used 2013 Chevrolet Cruze LS with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",Unspecified,Sedan,"Mileage: 89,101 miles",4 Cyl,SanDiego
"$16,998 ",2012 Buick Enclave Premium,"Used 2012 Buick Enclave Premium with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Unspecified,SUV,"Mileage: 101,535 miles",6 Cyl,SanDiego
"$16,995 ",2013 Kia Optima SXL,"Used 2013 Kia Optima SXL with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Black,Sedan,"Mileage: 39,470 miles",4 Cyl,SanDiego
"$11,998 ",2015 Toyota Corolla,"Used 2015 Toyota Corolla with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",White,Sedan,"Mileage: 82,055 miles",4 Cyl,SanDiego
"$25,595 ",2016 Subaru WRX,"Used 2016 Subaru WRX with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Silver,Sedan,"Mileage: 23,367 miles",4 Cyl,SanDiego
"$10,277 ",2006 Mercedes-Benz S-Class S 500,,Silver,Sedan,"Mileage: 113,689 miles",8 Cyl,SanDiego
"$27,988 ",2014 Toyota Tundra SR5,"Used 2014 Toyota Tundra SR5 with RWD, Double Cab, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Split/Folding Seats, Air Conditioning, MP3",White,Pickup,"Mileage: 31,035 miles",8 Cyl,SanDiego
"$22,595 ",2015 Toyota RAV4 Limited Edition,"Used 2015 Toyota RAV4 Limited Edition with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Gray,SUV,"Mileage: 30,421 miles",4 Cyl,SanDiego
"$12,500 ",2014 Nissan Altima S,"Used 2014 Nissan Altima S with FWD, Cloth Seats, Intermittent Wipers, Handsfree/Bluetooth Integration",Silver,Sedan,"Mileage: 39,567 miles",4 Cyl,SanDiego
"$12,390 ",2014 Kia Optima LX,"Used 2014 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",Silver,Sedan,"Mileage: 38,385 miles",4 Cyl,SanDiego
"$11,990 ",2015 Ford Escape SE,"Used 2015 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Split/Folding Seats, Satellite Radio, Power Steering, Aux Audio Adapter, Handsfree/Bluetooth Integration",White,SUV,"Mileage: 83,344 miles",4 Cyl,SanDiego
"$18,999 ",2014 Kia Sportage SX,"Used 2014 Kia Sportage SX with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",Black,SUV,"Mileage: 33,410 miles",4 Cyl,SanDiego
"$9,990 ",2008 Hyundai Santa Fe SE,"Used 2008 Hyundai Santa Fe SE with FWD, Leather Seats, Fog Lights, Third Row Seating, Cruise Control, Heated Seats, Towing Package, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Silver,SUV,"Mileage: 67,799 miles",6 Cyl,SanDiego
"$9,892 ",2015 Nissan Versa Note S,"Used 2015 Nissan Versa Note S with FWD, Navigation System, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",Unspecified,Hatchback,"Mileage: 23,942 miles",4 Cyl,SanDiego
"$15,990 ",2013 Mazda CX-5 Grand Touring,"Used 2013 Mazda CX-5 Grand Touring with FWD, Power Sun/Moonroof, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats, Handsfree/Bluetooth Integration",Burgundy,SUV,"Mileage: 55,114 miles",4 Cyl,SanDiego
"$11,273 ",2014 Volkswagen Passat Wolfsburg Edition,"Used 2014 Volkswagen Passat Wolfsburg Edition with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Black,Sedan,"Mileage: 44,913 miles",4 Cyl,SanDiego
"$27,688 ",2015 Honda Odyssey EX,"Used 2015 Honda Odyssey EX with FWD, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Red,Minivan,"Mileage: 35,712 miles",6 Cyl,SanDiego
"$15,275 ",2015 Honda Civic LX,"Used 2015 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",White,Sedan,"Mileage: 23,945 miles",4 Cyl,SanDiego
"$16,295 ",2014 Kia Optima EX,"Used 2014 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Black,Sedan,"Mileage: 23,818 miles",4 Cyl,SanDiego
"$20,500 ",2013 Ford Edge Sport,"Used 2013 Ford Edge Sport with FWD, Leather Seats, Navigation System",Burgundy,SUV,"Mileage: 60,585 miles",6 Cyl,SanDiego
"$33,999 ",2014 BMW 4 Series 428i,"Used 2014 BMW 4 Series 428i with RWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Black,Convertible,"Mileage: 40,953 miles",4 Cyl,SanDiego
"$19,991 ",2014 Subaru XV Crosstrek Limited,"Used 2014 Subaru XV Crosstrek Limited with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,SUV,"Mileage: 40,663 miles",4 Cyl,SanDiego
"$11,950 ",2016 Scion iA,"Used 2016 Scion iA with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, Trip Computer, Intermittent Wipers",White,Sedan,"Mileage: 31,531 miles",4 Cyl,SanDiego
"$8,551 ",2010 Toyota Corolla S,"Used 2010 Toyota Corolla S with FWD, Fog Lights, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Beige,Sedan,"Mileage: 104,888 miles",4 Cyl,SanDiego
"$13,998 ",2015 Kia Optima LX,"Used 2015 Kia Optima LX with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Unspecified,Sedan,"Mileage: 32,271 miles",4 Cyl,SanDiego
"$11,988 ",2011 Honda Accord EX,"Used 2011 Honda Accord EX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Intermittent Wipers, Front Airbags (Driver)",White,Coupe,"Mileage: 53,970 miles",4 Cyl,SanDiego
"$19,990 ",2014 Ram 1500 ST,"Used 2014 Ram 1500 ST with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Silver,Pickup,"Mileage: 39,859 miles",8 Cyl,SanDiego
"$15,988 ",2014 Toyota Prius Plug-in,"Used 2014 Toyota Prius Plug-in with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats",Blue,Hatchback,"Mileage: 57,262 miles",4 Cyl,SanDiego
"$10,980 ",2015 Volkswagen Passat S,"Used 2015 Volkswagen Passat S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",Blue,Sedan,"Mileage: 42,135 miles",4 Cyl,SanDiego
"$20,995 ",2013 Honda Odyssey EX,"Used 2013 Honda Odyssey EX with FWD, Leather Seats, Power Sun/Moonroof, Keyless Entry, Heated Seats, Rear-View Camera, Power Windows, Power Locks, Handsfree/Bluetooth Integration, Power Mirrors",White,Minivan,"Mileage: 49,593 miles",6 Cyl,SanDiego
"$13,500 ",2014 Hyundai Sonata,"Used 2014 Hyundai Sonata with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Silver,Sedan,"Mileage: 55,284 miles",4 Cyl,SanDiego
"$24,900 ",2014 Toyota Sienna XLE,"Used 2014 Toyota Sienna XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",Unspecified,Minivan,"Mileage: 49,075 miles",6 Cyl,SanDiego
"$5,100 ",2014 Smart Fortwo Electric Drive,"Used 2014 Smart Fortwo Electric Drive with RWD, Fog Lights, Navigation System, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",Blue,Coupe,"Mileage: 19,201 miles",Electric,SanDiego
"$9,630 ",2009 Hyundai Santa Fe Limited Edition,"Used 2009 Hyundai Santa Fe Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3",Unspecified,SUV,"Mileage: 93,929 miles",6 Cyl,SanDiego
"$21,995 ",2014 Subaru Outback 2.5i,,Gray,Wagon,"Mileage: 22,629 miles",4 Cyl,SanDiego
"$22,495 ",2015 Subaru Forester 2.5i,,Silver,SUV,"Mileage: 24,004 miles",4 Cyl,SanDiego
"$20,980 ",2016 Honda Civic Touring,"Used 2016 Honda Civic Touring with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",Unspecified,Sedan,"Mileage: 25,965 miles",4 Cyl,SanDiego
"$18,450 ",2016 Chevrolet Equinox LT,"Used 2016 Chevrolet Equinox LT with FWD, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",White,SUV,"Mileage: 34,217 miles",4 Cyl,SanDiego
"$21,495 ",2016 Subaru Crosstrek Limited,,Red,SUV,"Mileage: 22,149 miles",4 Cyl,SanDiego
"$14,990 ",2015 Honda Civic SE,"Used 2015 Honda Civic SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Black,Sedan,"Mileage: 25,964 miles",4 Cyl,SanDiego
"$62,888 ",2016 Cadillac Escalade ESV,,Black,SUV,"Mileage: 14,829 miles",8 Cyl,SanDiego
"$255,888 ",2016 Rolls-Royce Wraith,,Gray,Coupe,"Mileage: 4,019 miles",12 Cyl,SanDiego
"$10,450 ",2015 Chevrolet Spark EV LT,"Used 2015 Chevrolet Spark EV LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Silver,Hatchback,"Mileage: 23,250 miles",Electric,SanDiego
"$32,989 ",2016 Chevrolet Silverado 1500 LT,"Used 2016 Chevrolet Silverado 1500 LT with RWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning",Gray,Pickup,"Mileage: 7,388 miles",8 Cyl,SanDiego
"$10,750 ",2015 Chevrolet Spark EV LT,"Used 2015 Chevrolet Spark EV LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM",Black,Hatchback,"Mileage: 9,047 miles",Electric,SanDiego
"$30,990 ",2015 Toyota Tundra SR5,"Used 2015 Toyota Tundra SR5 with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Black,Pickup,"Mileage: 27,514 miles",8 Cyl,SanDiego
"$22,997 ",2016 Chevrolet Camaro LT,"Used 2016 Chevrolet Camaro LT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows",Blue,Coupe,"Mileage: 9,546 miles",6 Cyl,SanDiego
"$5,495 ",2004 Toyota Camry LE,,Silver,Sedan,"Mileage: 96,793 miles",6 Cyl,SanDiego
"$12,450 ",2015 Nissan Altima S,"Used 2015 Nissan Altima S with FWD, Intermittent Wipers",Gray,Sedan,"Mileage: 50,452 miles",4 Cyl,SanDiego
"$15,950 ",2013 Toyota RAV4 EV,,White,SUV,"Mileage: 50,988 miles",Electric,SanDiego
"$34,499 ",2014 BMW X5 xDrive35i,"Used 2014 BMW X5 xDrive35i with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",Gray,SUV,"Mileage: 50,373 miles",6 Cyl,SanDiego
"$15,900 ",2015 Toyota Prius Two,"Used 2015 Toyota Prius Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",White,Hatchback,"Mileage: 24,029 miles",4 Cyl,SanDiego
"$8,900 ",2014 Volkswagen Jetta S,"Used 2014 Volkswagen Jetta S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",Black,Sedan,"Mileage: 42,825 miles",4 Cyl,SanDiego
"$15,900 ",2015 Toyota Prius Two,"Used 2015 Toyota Prius Two with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",White,Hatchback,"Mileage: 29,683 miles",4 Cyl,SanDiego
"$33,999 ",2014 BMW X6 xDrive35i,"Used 2014 BMW X6 xDrive35i with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Blue,SUV,"Mileage: 49,331 miles",6 Cyl,SanDiego
"$15,900 ",2014 Honda CR-V LX,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM",White,SUV,"Mileage: 35,948 miles",4 Cyl,SanDiego
"$19,900 ",2015 Lexus CT 200h,"Used 2015 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",Gray,Hatchback,"Mileage: 28,823 miles",4 Cyl,SanDiego
"$10,900 ",2013 Nissan Sentra SR,"Used 2013 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",Gray,Sedan,"Mileage: 34,716 miles",4 Cyl,SanDiego
"$26,999 ",2014 BMW 5 Series 550i,"Used 2014 BMW 5 Series 550i with RWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Gray,Sedan,"Mileage: 60,536 miles",8 Cyl,SanDiego
"$16,900 ",2014 Toyota RAV4 EV,"Used 2014 Toyota RAV4 EV with FWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",White,SUV,"Mileage: 35,956 miles",Electric,SanDiego
"$21,500 ",2014 Toyota Tundra SR5,"Used 2014 Toyota Tundra SR5 with RWD, Double Cab, Rear-View Camera",Black,Pickup,"Mileage: 90,160 miles",8 Cyl,SanDiego
"$12,999 ",2015 Hyundai Sonata SE,,Red,Sedan,"Mileage: 32,659 miles",4 Cyl,SanDiego
"$9,999 ",2003 Toyota Sequoia SR5,"Used 2003 Toyota Sequoia SR5 with RWD, Third Row Seating",White,SUV,"Mileage: 62,849 miles",8 Cyl,SanDiego
"$12,999 ",2014 Honda Civic EX,"Used 2014 Honda Civic EX with FWD, Rear-View Camera",Black,Coupe,"Mileage: 48,389 miles",4 Cyl,SanDiego
"$14,995 ",2012 Toyota RAV4,"Used 2012 Toyota RAV4 with FWD, Third Row Seating",Silver,SUV,"Mileage: 40,860 miles",4 Cyl,SanDiego
"$8,999 ",2009 Toyota Matrix S,,Red,Wagon,"Mileage: 51,833 miles",4 Cyl,SanDiego
"$13,995 ",2014 Jeep Patriot Latitude,"Used 2014 Jeep Patriot Latitude with FWD, Alloy Wheels",Gray,SUV,"Mileage: 20,533 miles",4 Cyl,SanDiego
"$10,499 ",2009 Acura TL Technology,,Black,Sedan,"Mileage: 121,528 miles",6 Cyl,SanDiego
"$14,495 ",2014 Honda Accord LX,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Rear-View Camera",Gray,Sedan,"Mileage: 48,559 miles",4 Cyl,SanDiego
"$8,800 ",2006 Mercedes-Benz E-Class E 350,"Used 2006 Mercedes-Benz E-Class E 350 with RWD, Alloy Wheels, Navigation System, Air Conditioning, Power Windows, Front Airbags (Driver)",Silver,Sedan,"Mileage: 88,504 miles",6 Cyl,SanDiego
"$12,499 ",2014 Jeep Patriot Latitude,"Used 2014 Jeep Patriot Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows",Black,SUV,"Mileage: 79,683 miles",4 Cyl,SanDiego
"$6,999 ",2010 Kia Optima LX,"Used 2010 Kia Optima LX with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers",Black,Sedan,"Mileage: 82,549 miles",4 Cyl,SanDiego
"$12,599 ",2014 Toyota Corolla LE,"Used 2014 Toyota Corolla LE with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",Beige,Sedan,"Mileage: 38,320 miles",4 Cyl,SanDiego
"$11,000 ",2011 Hyundai Tucson Limited Edition,"Used 2011 Hyundai Tucson Limited Edition with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter",Black,SUV,"Mileage: 90,030 miles",4 Cyl,SanDiego
"$12,777 ",2015 Mazda Mazda3 i SV,"Used 2015 Mazda Mazda3 i SV with FWD, Keyless Entry, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks, Rear Window Defroster, Front Airbags (Driver)",White,Sedan,"Mileage: 32,448 miles",4 Cyl,SanDiego
"$5,499 ",2012 Fiat 500 Pop,"Used 2012 Fiat 500 Pop with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer",White,Hatchback,"Mileage: 93,148 miles",4 Cyl,SanDiego
"$6,000 ",2005 Toyota Camry LE,"Used 2005 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Intermittent Wipers",Silver,Sedan,"Mileage: 121,656 miles",4 Cyl,SanDiego
"$14,777 ",2016 Hyundai Veloster Base,"Used 2016 Hyundai Veloster Base with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",Silver,Hatchback,"Mileage: 5,666 miles",4 Cyl,SanDiego
"$7,999 ",2007 Ford Mustang,"Used 2007 Ford Mustang with RWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers",Red,Coupe,"Mileage: 109,163 miles",6 Cyl,SanDiego
"$6,499 ",2010 Chevrolet Cobalt LT,"Used 2010 Chevrolet Cobalt LT with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",Silver,Sedan,"Mileage: 73,657 miles",4 Cyl,SanDiego
"$50,995 ",2014 Audi RS5,"Used 2014 Audi RS5 with AWD, Fog Lights, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering",Black,Coupe,"Mileage: 37,805 miles",8 Cyl,SanDiego
"$41,988 ",2015 Audi Q7 Premium Plus,"Used 2015 Audi Q7 Premium Plus with AWD, Remote Start, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,SUV,"Mileage: 27,996 miles",6 Cyl,SanDiego
"$30,999 ",2015 Audi A6 2.0T,"Used 2015 Audi A6 2.0T with AWD, Remote Start, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Black,Sedan,"Mileage: 35,674 miles",4 Cyl,SanDiego
"$17,894 ",2014 Toyota Prius Four,"Used 2014 Toyota Prius Four with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Silver,Hatchback,"Mileage: 29,560 miles",4 Cyl,SanDiego
"$21,991 ",2016 Toyota Tacoma SR,"Used 2016 Toyota Tacoma SR with RWD, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Front Airbags (Driver)",White,Pickup,"Mileage: 25,887 miles",4 Cyl,SanDiego
"$28,700 ",2015 Honda Pilot EXL,"Used 2015 Honda Pilot EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",Gray,SUV,"Mileage: 24,767 miles",6 Cyl,SanDiego
"$17,377 ",2016 Honda Accord LX,"Used 2016 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Red,Sedan,"Mileage: 15,795 miles",4 Cyl,SanDiego
"$11,000 ",2014 Nissan Sentra S,"Used 2014 Nissan Sentra S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer",Gray,Sedan,"Mileage: 61,053 miles",4 Cyl,SanDiego
"$21,991 ",2013 Toyota Tacoma PreRunner,"Used 2013 Toyota Tacoma PreRunner with RWD, Double Cab, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Gray,Pickup,"Mileage: 59,676 miles",4 Cyl,SanDiego
"$19,991 ",2014 Honda CR-V EXL,"Used 2014 Honda CR-V EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Gray,SUV,"Mileage: 38,881 miles",4 Cyl,SanDiego
"$13,991 ",2013 Toyota Prius Four,"Used 2013 Toyota Prius Four with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Black,Hatchback,"Mileage: 78,347 miles",4 Cyl,SanDiego
"$13,000 ",2010 Nissan Murano,"Used 2010 Nissan Murano with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Gray,SUV,"Mileage: 75,301 miles",6 Cyl,SanDiego
"$13,494 ",2013 Toyota Camry SE,"Used 2013 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",White,Sedan,"Mileage: 43,291 miles",4 Cyl,SanDiego
"$15,500 ",2015 Toyota Corolla S,"Used 2015 Toyota Corolla S with FWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, Trip Computer, Rear Window Defroster, Front Airbags (Driver)",Silver,Sedan,"Mileage: 28,139 miles",4 Cyl,SanDiego
"$20,000 ",2015 Toyota Tacoma Base,"Used 2015 Toyota Tacoma Base with RWD, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Front Airbags (Driver)",Gray,Pickup,"Mileage: 44,768 miles",4 Cyl,SanDiego
"$17,750 ",2015 Mazda CX-5 Touring,"Used 2015 Mazda CX-5 Touring with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio",Gray,SUV,"Mileage: 37,091 miles",4 Cyl,SanDiego
